2471-2566,ACM TRANSACTIONS ON PRIVACY AND SECURITY B4
1049-331X,ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY A2
1559-1131,ACM TRANSACTIONS ON THE WEB A2
2576-6422,ACS APPLIED BIO MATERIALS B3
2574-0962,ACS APPLIED ENERGY MATERIALS B4
1944-8252,ACS APPLIED MATERIALS & INTERFACES (ONLINE) A1
4283-4293,ACS APPLIED NANO MATERIALS B4
2373-9878,ACS BIOMATERIALS SCIENCE & ENGINNERING A2
2155-5435,ACS CATALYSIS A1
2374-7951,ACS CENTRAL SCIENCE (ONLINE) A1
1554-8929,ACS CHEMICAL BIOLOGY A1
1554-8937,ACS CHEMICAL BIOLOGY A1
1948-7193,ACS CHEMICAL NEUROSCIENCE A1
2156-8952,ACS COMBINATORIAL SCIENCE A2
2472-3452,ACS EARTH AND SPACE CHEMISTRY B4
2373-8227,ACS INFECTIOUS DISEASES A1
2161-1653,ACS MACRO LETTERS A1
1948-5875,ACS MED CHEM LETT A2
1936-0851,ACS NANO A1
2470-1343,ACS OMEGA A3
2330-4022,ACS PHOTONICS A2
2379-3694,ACS SENSORS A1
2168-0485,ACS SUSTAINABLE CHEMISTRY & ENGINEERING A1
2161-5063,ACS SYNTHETIC BIOLOGY A1
0906-4710,"ACTA AGRICULTURAE SCANDINAVICA. SECTION B, SOIL AND PLANT SCIENCAE4"
0120-2812,ACTA AGRONOMICA B4
1809-4392,ACTA AMAZONICA B1
1677-7298,ACTA AMBIENTAL CATARINENSE B1
0001-5172,ACTA ANAESTHESIOLOGICA SCANDINAVICA A3
0353-5150,ACTA ANALYTICA A4
1234-950X,ACTA ANGIOLOGICA B4
2358-2375,ACTA APICOLA BRASILICA B3
0167-8019,ACTA APPLICANDAE MATHEMATICAE B1
0001-5202,ACTA ARACHNOLOGICA B4
0065-101X,ACTA ARCHAEOLOGICA (PAPIRFORM) B1
0094-5765,ACTA ASTRONAUTICA A1
0001-5237,ACTA ASTRONOMICA A1
1672-9145,ACTA BIOCHIMICA ET BIOPHYSICA SINICA A4
1726-569X,ACTA BIOETHICA (EN LÍNEA) B4
0120-548X,ACTA BIOLOGICA COLOMBIANA B1
1742-7061,ACTA BIOMATERIALIA A1
2236-0867,ACTA BIOMEDICA BRASILIENSIA B1
0325-2957,ACTA BIOQUÍMICA CLÍNICA LATINOAMERICANA B4
0001-5342,ACTA BIOTHEORETICA A2
1677-941X,ACTA BOTANICA BRASILICA B1
2526-4338,ACTA BRASILIENSIS B1
2526-432X,ACTA BRASILIENSIS B1
0001-5385,ACTA CARDIOLOGICA (IMPRIMÉ) B2
0583-6050,ACTA CARSOLOGICA B1
1660-8151,THE NEPHRON JOURNALS,A3
1074-7931,"THE NEUROLOGIST (BALTIMORE, MD.)",B2
1971-4009,THE NEURORADIOLOGY JOURNAL,B1
1073-8584,"THE NEUROSCIENTIST (BALTIMORE, MD.)",A1
1732-6729,THE NEW EDUCATIONAL REVIEW,A4
1073-6700,THE NONPROLIFERATION REVIEW,B2
1062-9408,THE NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,A2
1542-0124,THE OCULAR SURFACE,A1
1083-7159,"THE ONCOLOGIST (DAYTON, OHIO)",A2
1874-3315,THE OPEN AGRICULTURE JOURNAL,B4
1874-091X,THE OPEN BIOCHEMISTRY JOURNAL,B1
1874-1924,THE OPEN CARDIOVASCULAR MEDICINE JOURNAL,B1
1874-1495,THE OPEN CIVIL ENGINEERING JOURNAL,B3
1874-8368,THE OPEN CONSTRUCTION & BUILDING TECHNOLOGY JOURNAL,B1
1874-2106,THE OPEN DENTISTRY JOURNAL,A4
2168-6408,THE OPEN JOURNAL OF OCCUPATIONAL THERAPY,B3
1874-2858,THE OPEN MICROBIOLOGY JOURNAL,A4
1874-205X,THE OPEN NEUROLOGY JOURNAL,B1
1874-4346,THE OPEN NURSING JOURNAL (ONLINE),B1
1874-3641,THE OPEN OPHTALMOLOGY JOURNAL,B2
1874-3250,THE OPEN ORTHOPAEDICS JOURNAL,B4
1876-3863,THE OPEN PAIN JOURNAL,B2
1874-9445,THE OPEN PUBLIC HEALTH JOURNAL,B4
1875-399X,THE OPEN SPORTS SCIENCES JOURNAL,B2
1874-303X,THE OPEN UROLOGY & NEPHROLOGY JOURNAL,B3
1011-601X,THE PAKISTAN JOURNAL OF PHARMACEUTICAL SCIENCES,B2
0031-3955,THE PEDIATRIC CLINICS OF NORTH AMERICA,A2
0891-3668,THE PEDIATRIC INFECTIOUS DISEASE JOURNAL,A2
0031-921X,THE PHYSICS TEACHER,B3
1040-4651,THE PLANT CELL,A1
1940-3372,THE PLANT GENOME,A1
2353-723X,THE POLISH JOURNAL OF AESTHETICS,B3
1612-3824,THE PRIVACY MARKETING REVIEW,B4
1525-318X,THE PROFESSIONAL ANIMAL SCIENTIST,B2
0033-0124,THE PROFESSIONAL GEOGRAPHER,B1
0270-4137,THE PROSTATE (PRINT),A2
1572-3887,THE PROTEIN JOURNAL,B1
0193-953X,THE PSYCHIATRIC CLINICS OF NORTH AMERICA,A2
0040-5779,THEORETICAL AND MATHEMATICAL PHYSICS,B2
1742-4682,THEORETICAL BIOLOGY AND MEDICAL MODELLING,A3
1432-881X,THEORETICAL CHEMISTRY ACCOUNTS (PRINT),B1
0304-3975,THEORETICAL COMPUTER SCIENCE,A4
1874-1746,THEORETICAL ECOLOGY,A4
1874-1738,THEORETICAL ECOLOGY,A4
2162-2086,THEORETICAL ECONOMICS LETTERS,A3
0040-5795,THEORETICAL FOUNDATIONS OF CHEMICAL ENGINEERING,B2
0495-4548,THEORIA (MADRID),A4
1092-311X,THEORY & EVENT,A3
0959-3543,THEORY & PSYCHOLOGY,A2
0040-5833,THEORY AND DECISION,A2
2050-8840,THEORY AND PRACTICE OF LEGISLATION,A1
1471-0684,THEORY AND PRACTICE OF LOGIC PROGRAMMING,B2
1543-0421,THEORY INTO PRACTICE,A3
1432-4350,THEORY OF COMPUTING SYSTEMS,B2
0263-2764,"THEORY, CULTURE & SOCIETY",A1
1838-7640,THERANOSTICS,A1
1753-9447,THERAPEUTIC ADVANCES IN CARDIOVASCULAR DISEASE (PRINT),B1
2042-0986,THERAPEUTIC ADVANCES IN DRUG SAFETY,A3
2042-0188,THERAPEUTIC ADVANCES IN ENDOCRINOLOGY AND METABOLISM,A2
2042-0196,THERAPEUTIC ADVANCES IN ENDOCRINOLOGY AND METABOLISM,A2
1758-8340,THERAPEUTIC ADVANCES IN MEDICAL ONCOLOGY,A1
1759-720X,THERAPEUTIC ADVANCES IN MUSCULOSKELETAL DISEASE,A1
1753-4666,THERAPEUTIC ADVANCES IN RESPIRATORY DISEASE,A2
2041-5990,THERAPEUTIC DELIVERY,A4
0163-4356,THERAPEUTIC DRUG MONITORING (PRINT),A4
2153-7658,THERAPEUTIC HYPOTHERMIA AND TEMPERATURE MANAGEMENT,B1
2168-4790,THERAPEUTIC INNOVATION AND REGULATORY SCIENCE,A2
1176-6336,THERAPEUTICS AND CLINICAL RISK MANAGEMENT,B1
1178-203X,THERAPEUTICS AND CLINICAL RISK MANAGEMENT (ONLINE),B1
0093-691X,THERIOGENOLOGY,A1
0354-9836,THERMAL SCIENCE,B1
0040-6031,THERMOCHIMICA ACTA (PRINT),A2
1560-604X,THERMOLOGY INTERNATIONAL,B2
2007-3364,THERYA,B2
1106-2142,THESEIS (ATHENA),A3
0725-5136,THESIS ELEVEN (PRINT),A3
0945-8549,THETIS,B4
0040-6090,THIN SOLID FILMS,A3
1871-1871,THINKING SKILLS AND CREATIVITY (PRINT),A2
0263-8231,THIN-WALLED STRUCTURES,A1
0143-6597,THIRD WORLD QUARTERLY (PRINT),A2
2379-9978,THIRD WORLD THEMATICS,B3
1547-4127,THORACIC SURGERY CLINICS,A3
0040-6376,THORAX,A1
2161-2234,THOUGHT: A JOURNAL OF PHILOSOPHY,A4
0340-6245,THROMBOSIS AND HAEMOSTASIS,A1
0049-3848,THROMBOSIS RESEARCH,A3
1096-4762,THUNDERBIRD INTERNATIONAL BUSINESS REVIEW (PRINT),A3
2450-5730,TRANSACTIONS ON ENVIRONMENT AND ELECTRICAL ENGINEERING B2
1765-2766,TRANSATLANTICA - AMERICAN STUDIES JOURNAL A4
1865-1682,TRANSBOUNDARY AND EMERGING DISEASES A1
1363-4615,TRANSCULTURAL PSYCHIATRY A2
2045-4813,TRANSFER A3
1886-5542,TRANSFER (BARCELONA) B3
1024-2589,TRANSFER: EUROPEAN REVIEW OF LABOUR AND RESEARCH A2
2077-2955,TRANSFORMACIÓN A2
1083-4362,TRANSFORMATION GROUPS A2
1052-5017,"TRANSFORMATIONS (WAYNE, N.J.) B4"
1941-2258,TRANSFORMATIVE WORKS AND CULTURES A1
1750-6166,TRANSFORMING GOVERNMENT (PRINT) A1
0041-1132,"TRANSFUSION (ARLINGTON, VA.) A3"
1473-0502,TRANSFUSION AND APHERESIS SCIENCE B1
1365-3148,TRANSFUSION MEDICINE (ONLINE) B1
0958-7578,TRANSFUSION MEDICINE (PRINT) B1
1660-3818,TRANSFUSION MEDICINE AND HEMOTHERAPY A4
1660-3796,TRANSFUSION MEDICINE AND HEMOTHERAPY (PRINT) A4
0962-8819,TRANSGENIC RESEARCH A3
0103-3786,TRANSINFORMAÇÃO A2
2318-0889,TRANSINFORMAÇÃO A2
0340-4285,TRANSITION METAL CHEMISTRY (WEINHEIM) B1
2236-4013,TRANSLATIO A4
1932-2798,TRANSLATION AND INTERPRETING STUDIES | THE JOURNAL OF THE AMERAIC1
2364-8899,TRANSLATION AND MULTILINGUAL NATURAL LANGUAGE PROCESSING A4
2223-4683,TRANSLATIONAL ANDROLOGY AND UROLOGY A2
2573-2102,TRANSLATIONAL ANIMAL SCIENCE B4
2219-6803,TRANSLATIONAL CANCER RESEARCH B3
2218-676X,TRANSLATIONAL CANCER RESEARCH (PRINT) B3
2415-1289,TRANSLATIONAL GASTROENTEROLOGY AND HEPATOLOGY B3
2081-6936,TRANSLATIONAL NEUROSCIENC B2
1944-7124,TRANSLATIONAL ONCOLOGY A2
1936-5233,TRANSLATIONAL ONCOLOGY (ONLINE) A2
2158-3188,TRANSLATIONAL PSYCHIATRY A1
1931-5244,TRANSLATIONAL RESEARCH: THE JOURNAL OF LABORATORY AND CLINICALA 1
2164-2591,TRANSLATIONAL VISION SCIENCE AND TECHNOLOGY A2
2184-1519,TRANSLOCAL B3
1925-2099,TRANSNATIONAL CORPORATIONS REVIEW B3
1449-8855,TRANSNATIONAL CURRICULUM INQUIRY B1
0966-3274,TRANSPLANT IMMUNOLOGY B1
1399-3062,TRANSPLANT INFECTIOUS DISEASE (ONLINE) A4
1398-2273,TRANSPLANT INFECTIOUS DISEASE (PRINT) A4
0934-0874,TRANSPLANT INTERNATIONAL A2
0041-1337,TRANSPLANTATION A1
0041-1345,TRANSPLANTATION PROCEEDINGS B1
1530-3667,"VECTOR BORNE AND ZOONOTIC DISEASES (LARCHMONT, N.Y.)",A4
1557-7759,VECTOR BORNE AND ZOONOTIC DISEASES (ONLINE),A4
0939-6314,VEGETATION HISTORY AND ARCHAEOBOTANY,A1
0042-3114,VEHICLE SYSTEM DYNAMICS,A1
2214-2096,VEHICULAR COMMUNICATIONS,A1
2318-6062,VENTILANDO ACERVOS,B3
1369-1066,VENTURE CAPITAL (LONDON. PRINT),A2
2236-5729,VERAS,B2
1984-6959,VERBO DE MINAS,B1
2316-3267,VERBUM,B1
2595-3508,VEREDAS,A2
1982-2243,VEREDAS - REVISTA DE ESTUDOS LINGUÍSTICOS,A1
1982-4238,VEREDAS DA HISTÓRIA,B1
2179-8699,VEREDAS DO DIREITO,A1
1679-1746,VEREDAS FAVIP,B3
1984-8463,VEREDAS FAVIP (ONLINE),B2
0874-5102,VEREDAS. REVISTA DA ASSOCIAÇÃO INTERNACIONAL DE LUSITANISTAS,B4
0506-7286,VERFASSUNG UND RECHT IN UBERSEE,A2
1981-061X,VERINOTIO (BELO HORIZONTE),B2
0717-4675,VERITAS,B3
1984-6746,VERITAS ONLINE,A2
2318-1028,VERSALETE,B1
0103-1414,VERSO E REVERSO: REVISTA DA COMUNICAÇÃO (UNISINOS. IMPRESSO),A4
1864-5755,VERTEBRATE ZOOLOGY,B1
0327-6139,VERTEX - REVISTA ARGENTINA DE PSIQUIATRIA,B1
1981-5875,VESTÍGIOS. REVISTA LATINO-AMERICANA DE ARQUEOLOGIA HISTÓRICA,B1
2313-0679,VESTNIK RUDN. INTERNATIONAL RELATIONS,A3
2178-3764,VETERINÁRIA E ZOOTECNIA,B4
0102-5716,VETERINÁRIA E ZOOTECNIA (UNESP),B4
0505-401X,VETERINARIA ITALIANA,A4
1983-0777,VETERINÁRIA NOTÍCIAS,B4
0375-8427,VETERINÁRNÍ MEDICÍNA,A4
1805-9392,VETERINÁRNÍ MEDICÍNA,A4
0372-5480,VETERINARSKI ARHIV (TISAK),B1
0350-2457,VETERINARSKI GLASNIK,B4
1467-2995,VETERINARY ANAESTHESIA AND ANALGESIA (ONLINE),A1
1467-2987,VETERINARY ANAESTHESIA AND ANALGESIA (PRINT),A1
1476-5829,VETERINARY AND COMPARATIVE ONCOLOGY (ONLINE),A1
0932-0814,VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY,A3
0275-6382,VETERINARY CLINICAL PATHOLOGY,A3
1365-3164,VETERINARY DERMATOLOGY,A2
0959-4493,VETERINARY DERMATOLOGY (PRINT),A2
0165-2427,VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY (PRINT),A2
2090-8113,VETERINARY MEDICINE INTERNATIONAL,A3
0378-1135,VETERINARY MICROBIOLOGY (AMSTERDAM. PRINT),A1
1463-5224,VETERINARY OPHTHALMOLOGY (ONLINE),A3
1463-5216,VETERINARY OPHTHALMOLOGY (PRINT),A3
1873-2550,VETERINARY PARASITOLOGY (ONLINE),A1
2405-9390,VETERINARY PARASITOLOGY: REGIONAL STUDIES AND REPORTS,A4
0300-9858,VETERINARY PATHOLOGY,A1
1296-9915,AGIR,C
2182-9888,AGIR - REVISTA INTERDISCIPLINAR DE CIÊNCIAS SOCIAIS E HUMANAS,C
2447-8377,ÁGOR@ - REVISTA ACADÊMICA DE FORMAÇÃO DE PROFESSORES,C
1809-4589,ÁGORA (URI. CERRO GRANDE),C
1808-1150,AGRÁRIA (SÃO PAULO. ONLINE),C
2357-9951,AGRARIAN ACADEMY,C
0738-145X,AGRICELL REPORT,C
1887-9292,AGRICULTURA FAMILIAR EN ESPAÑA,C
2026-6073,AGRICULTURAL SCIENCE RESEARCH JOURNAL,C
2156-8561,AGRICULTURAL SCIENCES,C
2236-6830,AGRIWORLD,C
2594-5866,AGRO EM QUESTÃO,C
2525-6920,AGROFORESTALIS NEWS,C
2526-7043,AGROMETEOROS,C
2359-1455,AGRONOMY SCIENCE AND BIOTECHNOLOGY,C
0103-0779,AGROPECUÁRIA CATARINENSE,C
1808-6845,AGROPECUÁRIA CIENTÍFICA NO SEMI-ÁRIDO,C
0100-7467,AGROPECUÁRIA TÉCNICA (UFPB),C
0101-1758,AGROPECUÁRIA TROPICAL,C
2182-4401,AGROTEC,C
2525-8990,AGROTEC - REVISTA AGROPECUARIA TECNICA (ONLINE),C
0103-3816,AGROTRÓPICA (ITABUNA),C
2544-5677,ÁGUA VAI,C
2253-7325,AICA,C
2575-615X,AIMS ALLERGY AND IMMUNOLOGY,C
2574-0105,AIMS CELL AND TISSUE ENGINEERING,C
2473-6988,AIMS MATHEMATICS,C
2375-1576,AIMS MEDICAL SCIENCE (ONLINE),C
9780-7354,AIP CONFERENCE PROCEEDINGS,C
1369-8869,AIRCRAFT DESIGN,C
0002-2667,AIRCRAFT ENGINEERING,C
2445-4117,AIRES,C
0717-4055,ALASBIMN JOURNAL,C
1808-5148,ALEGRAR (CAMPINAS),C
2447-8091,ALEMUR,C
0002-5151,ALERGIA (MÉXICO),C
0741-9937,"ALGEBRAS, GROUPS AND GEOMETRIES",C
2447-0716,ALMANAQUE DE MEDICINA VETERINÁRIA E ZOOTECNIA,C
1677-9711,ALMANAQUE DE PSICANÁLISE E SAÚDE MENTAL,C
2535-0889,ALPINE ENTOMOLOGY,C
2595-3885,ALTER,C
1519-1893,ALTER (RIO DE JANEIRO),C
2168-8451,ALTERNATIVAS - LATIN AMERICAN CULTURAL STUDIES JOURNAL,C
2007-5847,ALTERNATIVAS CUBANAS EM PSICOLOGIA,C
2175-3849,AMAGIS JURÍDICA,C
2526-124X,AMAN - TI -  KYR,C
1981-2159,AMATRA XX,C
2594-5092,AMAZONIAN JOURNAL OF PLANT RESEARCH,C
1984-9915,AMBIENTALE REVISTA DE PÓS-GRADUAÇÃO EM GESTÃO AMBIENTAL,C
2176-6703,AMBIENTE HOSPITALAR,C
2594-6811,BOLETIM DO CURSO DE MEDICINA DA UFSC C
1982-4599,BOLETIM DO DIREITO IMOBILIÁRIO C
2595-6531,BOLETIM DO GERENCIAMENTO C
2177-7497,BOLETIM DO GRUPO DE ESTUDOS EM DIREITO AUTORAL E INFORMAÇÃO C
0102-4337,BOLETIM DO LABORATÓRIO DE HIDROBIOLOGIA (UFAMA. IMPRESSO) C
0103-9121,BOLETIM DO MUSEU DE BIOLOGIA MELLO LEITAO C
0077-2216,BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. BOTÂNICA C
1981-8114,BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. CIÊNCIAS NATURAIS C
1807-5401,BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. SÉRIE CIÊNCIAS NATURAISC
1981-6197,BOLETIM DO OBSERVATÓRIO AMBIENTAL ALBERTO RIBEIRO LAMEGO C
2447-1607,BOLETIM ELETRÔNICO DA SOCIEDADE BRASILEIRA DE HISTÓRIA DA CIÊNCIAC
1808-1320,BOLETIM ESTATÍSTICAS PÚBLICAS C
1413-9626,BOLETIM FARMACOTERAPÊUTICA C
1676-3661,BOLETIM IBCCRIM C
1981-979X,BOLETIM INFORMATIVO (SOCIEDADE BRASILEIRA DE CIÊNCIA DO SOLO) C
1982-8039,BOLETIM INFORME GEOGRÁFICO C
1807-9008,BOLETIM JURÍDICO (UBERABA. ONLINE) C
2316-5383,BOLETIM LABEM C
2176-3445,BOLETIM PARADIGMA C
2177-9090,BOLETIM SBGF C
0100-3100,BOLETIM TÉCNICO - INSTITUTO AGRONÓMICO DE CAMPINAS C
2447-5998,BOLETIM TÉCNICO IFTM C
1676-5664,BOLETIM TÉCNICO-CIENTÍFICO DO CEPNOR C
2545-7802,BOLETÍN DE INVESTIGACIÓN EDUCATIVO MUSICAL C
0328-9346,BOLETÍN DE INVESTIGACIÓN EDUCATIVO-MUSICAL C
0214-2813,BOLETÍN DE LA SOCIEDAD ESPAÑOLA DE HIDROLOGÍA MÉDICA C
2386-5830,BOLETÍN DE LA SOCIEDAD ESPAÑOLA DE HISTORIOGRAFÍA LINGÜÍSTICA C
0255-4402,BOLETIN DE LA SOCIEDAD ZOOLOGICA DEL URUGUAY C
1853-9394,BOLETÍN DEL CENTRO DE ESTUDIOS DE TEORÍA Y CRÍTICA LITERARIA (EN LÍNC
0798-0639,BOLETÍN DEL INSTITUTO OCEANOGRÁFICO DE VENEZUELA C
1680-4031,BOLETIN DEL MUSEO NACIONAL DE HISTORIA NATURAL DEL PARAGUAY C
0214-9117,BOLETÍN GALEGO DE LITERATURA C
2594-942X,BOMGEAM C
0524-0476,BONPLANDIA (CORRIENTES) C
0253-1453,BOTANICA HELVETICA C
2168-975X,BRAIN DISORDERS & THERAPY C
1808-1983,BRASIL EM NÚMEROS (EDIÇÃO EM INGLÊS. IMPRESSO) C
2594-3596,BOLETIM DE DIAGNÓSTICO DO LABORATÓRIO DE PATOLOGIA VETERINÁRIAC
1806-2881,BOLETIM DE GEOCIÊNCIAS DA PETROBRAS (ONLINE) C
1982-1026,BOLETIM DE HISTÓRIA E FILOSOFIA DA BIOLOGIA C
1676-6709,BOLETIM DE PESQUISA E DESENVOLVIMENTO - EMBRAPA AGROBIOLOGIA C
1678-9601,BOLETIM DE PESQUISA E DESENVOLVIMENTO (CENTRO NACIONAL DE PESQC
1679-6543,BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA AGROINDÚSTRIAC
1678-2518,BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA CLIMA TEMPERADC
1678-0892,BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA SOLOS. ONLINE) C
2358-6273,BOLETIM DE PESQUISA E DESENVOLVIMENTO EMBRAPA C
1981-7215,BOLETIM DE PESQUISA EMBRAPA PANTANAL C
1517-6371,BOLETIM DE PESQUISA FLORESTAL. EMBRAPA FLORESTAS C
2437-1858,GLOBAL JOURNAL OF AGRICULTURAL RESEARCH AND REVIEWS C
2455-8141,GLOBAL JOURNAL OF ALLERGY C
0975-4172,GLOBAL JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY C
2377-3936,GLOBAL JOURNAL OF EDUCATIONAL STUDIES C
2409-5818,GLOBAL JOURNAL OF ENERGY TECHNOLOGY RESEARCH UPDATES C
2349-4506,GLOBAL JOURNAL OF ENGINEERING SCIENCE AND RESEARCH MANAGEMENC
2348-8034,GLOBAL JOURNAL OF ENGINEERING SCIENCE AND RESEARCHES C
2408-5464,GLOBAL JOURNAL OF FISHERIES AND AQUACULTURE C
0975-5853,GLOBAL JOURNAL OF MANAGEMENT AND BUSINESS (GJMBR) C
2249-4588,GLOBAL JOURNAL OF MANAGEMENT AND BUSINESS RESEARCH (ONLINE) C
0975-5888,GLOBAL JOURNAL OF MEDICAL RESEARCH C
2573-2374,GLOBAL JOURNAL OF NANOMEDICINE C
2474-7556,GLOBAL JOURNAL OF OTOLARYNGOLOGY C
2573-2250,GLOBAL JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCE C
2249-4596,GLOBAL JOURNAL OF RESEARCHES IN ENGINEERING: CIVIL AND STRUCTURAC
0975-5896,GLOBAL JOURNAL OF SCIENCE FRONTIER RESEARCH C
1918-6711,GLOBAL LABOUR JOURNAL C
2054-4251,GLOBAL MENTAL HEALTH C
1984-3801,GLOBAL SCIENCE AND TECHNOLOGY C
2396-7307,GLOBAL SURGERY C
1605-5519,"GLOBALIZACION: REVISTA WEB MENSUAL DE ECONOMIA, SOCIEDAD Y CULCT"
1617-8351,GLOTTOMETRICS C
1350-0961,GOOD CLINICAL PRACTICE JOURNAL C
1984-588X,GOVERNET. BOLETIM DE CONVÊNIOS E PARCERIAS C
1809-6654,GOVERNET. BOLETIM DE TRANSFERÊNCIAS VOLUNTÁRIAS C
1984-3453,GRACILIANO C
1414-7319,GRANDE SINAL (PETRÓPOLIS) C
0367-505X,GRANJA (PORTO ALEGRE) C
2364-4966,GRANULAR COMPUTING C
9788-5664,GRATUITA C
2160-6951,GREEN AND SUSTAINABLE CHEMISTRY C
2276-7770,GREENER JOURNAL OF AGRICULTURAL SCIENCES C
2043-9377,GREY SYSTEMS C
1002-4913,GUOJI SHEHUI KEXUE ZAZHI C
2161-0932,GYNECOLOGY & OBSTETRICS C
1659-2379,HABITAR C
2193-2824,HANDBOOK OF ZOOLOGY (ONLINE) C
2179-4073,HARPIA C
2178-7468,HEADACHE MEDICINE C
1678-6770,HEADACHE MEDICINE C
1949-4998,HEALTH C
2526-7914,HEALTH AND DIVERSITY C
2329-7832,HEALTH CARE C
2375-4273,HEALTH CARE : CURRENT REVIEWS C
1484-8686,HEALTH ETHICS TODAY C
2452-3011,HEALTH PROFESSIONS EDUCATION C
1791-809X,HEALTH SCIENCE JOURNAL C
2398-8835,HEALTH SCIENCE REPORTS C
2375-379X,HEALTH SCIENCES RESEARCH C
2455-1996,INTERNACIONAL JOURNAL OF PHYSIOTHERAPY & OCCUPATIONAL THERAPYC
2348-795X,INTERNACIONAL JOURNAL OF RESEARCH C
2515-1061,INTERNAL MEDICINE AND CARE C
1913-9004,INTERNATIONAL BUSINESS RESEARCH C
1913-9012,INTERNATIONAL BUSINESS RESEARCH C
1011-8829,INTERNATIONAL CATALOGUING AND BIBLIOGRAPHIC CONTROL C
1985-4668,INTERNATIONAL FOOD RESEARCH JOURNAL C
2231-7546,INTERNATIONAL FOOD RESEARCH JOURNAL C
2457-0958,INTERNATIONAL INVENTION OF SCIENTIFIC JOURNAL C
1943-3581,INTERNATIONAL JOURNAL NETWORK PROTOCOLS AND ALGORITHMS C
0974-4304,INTERNATIONAL JOURNAL OF  PHARM TECH RESEARCH C
2162-3082,INTERNATIONAL JOURNAL OF ACCOUNTING & FINANCIAL REPORTING C
2348-4470,INTERNATIONAL JOURNAL OF ADVANCE ENGINEERING AND RESEARCH DEVC
2348-6406,INTERNATIONAL JOURNAL OF ADVANCE ENGINEERING AND RESEARCH DEVC
2349-6495,INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING RESEARCH AND SCCI
2231-1548,INTERNATIONAL JOURNAL OF ADVANCED INFORMATION TECHNOLOGY C
2348-5140,INTERNATIONAL JOURNAL OF ADVANCED NUTRITIONAL AND HEALTH SCIENC
2320-5407,INTERNATIONAL JOURNAL OF ADVANCED RESEARCH C
2278-8875,"INTERNATIONAL JOURNAL OF ADVANCED RESEARCH IN ELECTRICAL, ELECTCR"
2320-3595,INTERNATIONAL JOURNAL OF ADVANCED VETERINARY SCIENCE AND TECHNC
2595-3931,INTERNATIONAL JOURNAL OF ADVANCES IN MEDICAL BIOTECHNOLOGY (IJAC
2321-9009,INTERNATIONAL JOURNAL OF ADVANCES IN SCIENCE ENGINEERING AND TEC
1743-5455,INTERNATIONAL JOURNAL OF AERODYNAMICS C
2313-5069,INTERNATIONAL JOURNAL OF AFRICAN HIGHER EDUCATION C
1746-1375,INTERNATIONAL JOURNAL OF AGENT-ORIENTED SOFTWARE ENGINEERINGC (
2152-2553,INTERNATIONAL JOURNAL OF AGRICULTURAL RESEARCH C
2455-815X,INTERNATIONAL JOURNAL OF AGRICULTURAL SCIENCE AND FOOD TECHNOCL
2455-6939,INTERNATIONAL JOURNAL OF AGRICULTURE AND ENVIRONMENTAL RESEACR
2165-882X,INTERNATIONAL JOURNAL OF AGRICULTURE AND FORESTRY C
2165-8846,INTERNATIONAL JOURNAL OF AGRICULTURE AND FORESTRY C
0975-9107,INTERNATIONAL JOURNAL OF AGRICULTURE SCIENCES C
0975-3710,INTERNATIONAL JOURNAL OF AGRICULTURE SCIENCES C
2223-7054,INTERNATIONAL JOURNAL OF AGRONOMY AND AGRICULTURAL RESEARCHC
1312-8868,INTERNATIONAL JOURNAL OF ALGEBRA C
2291-8639,INTERNATIONAL JOURNAL OF ANALYSIS AND APPLICATIONS C
2572-7451,INTERNATIONAL JOURNAL OF ANATOMY AND APPLIED PHYSIOLOGY C
2321-4287,INTERNATIONAL JOURNAL OF ANATOMY AND RESEARCH C
2277-8543,INTERNATIONAL JOURNAL OF ANATOMY RADIOLOGY & SURGERY C
2572-7397,INTERNATIONAL JOURNAL OF ANGIOLOGY AND VASCULAR SURGERY C
2322-3537,INTERNATIONAL JOURNAL OF APPLIED EXERCISE PHYSIOLOGY C
2053-1818,INTERNATIONAL JOURNAL OF APPLIED MICROBIOLOGY AND BIOTECHNOLOC
2010-362X,INTERNATIONAL JOURNAL OF APPLIED PHYSICS AND MATHEMATICS C
1940-6223,INTERNATIONAL JOURNAL OF APPLIED RESEARCH IN NATURAL PRODUCTS C
1927-5773,INTERNATIONAL JOURNAL OF AQUACULTURE C
2455-8400,INTERNATIONAL JOURNAL OF AQUACULTURE AND FISHERY SCIENCES C
2008-8019,INTERNATIONAL JOURNAL OF AQUATIC SCIENCE C
2316-1809,JOURNAL OF AGRONOMIC SCIENCES C
2155-6113,JOURNAL OF AIDS AND CLINICAL RESEARCH C
